0.398282228,0.972733885,0.047554673,0.503780786,0.811150885,0.884153058
0.749822209,0.32775496,0.348784809,0.489594339,0.019257477,0.09427839
0.83522051,0.837803183,0.45134058,0.877048723,0.083873508,0.930040626
0.322460397,0.739072227,0.240904997,0.353141813,0.974801667,0.399019969
0.552261617,0.954174456,0.715045013,0.449443557,0.651349532,0.047401462
0.979129132,0.03192263,0.856182292,0.963530287,0.231237816,0.342373503
0.549308533,0.356868986,0.281507695,0.042297798,0.403491143,0.735966159
0.33042361,0.662653834,0.73105083,0.972958334,0.122020518,0.794682157
0.619471555,0.281501559,0.137762893,0.189206843,0.268438821,0.544905898
0.360636571,0.230383067,0.836722782,0.6671203,0.25784617,0.686223463
0.756509544,0.711128551,0.138601716,0.586439615,0.331665239,0.893632696
0.413900749,0.624572917,0.588209385,0.675112416,0.152234013,0.05479179
0.492345104,0.590608653,0.3661568,0.361022049,0.34800766,0.30366138
0.694743233,0.660437966,0.806759545,0.620278427,0.121658454,0.046191556
